Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2088248,2016-01-28 01:00:06,2015-07-07 11:28:38,871453,37472479,0,43,40,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002039/SRR2088248,SRX1082217,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS980246,SAMN03841832,simple,9606,Homo sapiens,GSM1810683,,,,,,,no,,,,,GEO,SRA275902,,public,E586EE4ED68A78405059B012DC17ADC0,B00576E10A439A4F09D7C3B9600122A4
SRR5276096,2017-08-02 07:24:07,2017-02-21 19:17:05,1481883,225246216,1481883,152,81,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005152/SRR5276096,SRX2580031,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP100459,PRJNA376176,,376176,SRS1994164,SAMN06352100,simple,9606,Homo sapiens,GSM2496683,,,,,,,no,,,,,GEO,SRA539280,,public,3712CF93E7D7FC090E79280AAC433F1D,3013A4B3387CB6F86C5BA00698EEFE91
SRR3469474,2016-05-26 16:25:11,2016-05-02 20:52:01,22443620,4488724000,22443620,200,3008,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003388/SRR3469474,SRX1737956,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP013565,PRJNA30709,,30709,SRS1418453,SAMN04875797,simple,9606,Homo sapiens,ENCODE biosample ENCBS557NDG,,,,,male,,no,,,,,GEO,SRA422613,,public,481F0D49721BB3CD5AE171737250D340,D88A13C92CD4F154F69C38C0BAF1F1D8
SRR3126909,2016-07-08 16:13:15,2016-01-28 00:38:56,2906432,290643200,0,100,128,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003053/SRR3126909,SRX1548623,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265911,SAMN04442798,simple,9606,Homo sapiens,GSM2047509,,,,,,,no,,,,,GEO,SRA342032,,public,128A2B8D4087A353AB0EFD335356F1D7,E48A6D36E6F42E0818CA9A632B21255E
SRR897628,2014-08-11 08:13:05,2013-06-12 15:34:00,10358031,2092322262,10358031,202,1363,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000876/SRR897628,SRX303095,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP025982,PRJNA208369,2,208369,SRS442425,SAMN02200518,simple,9606,Homo sapiens,GSM1157762,,,,,,,no,,,,,GEO,SRA090948,,public,8A7FE511F005DE11B94027C822E95216,066F4B79F006012637E26A2A6F7C0DC1
ERR1562143,2016-08-10 08:40:37,2016-08-10 10:14:19,3252658,813164500,3252658,250,282,,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1562/ERR1562143,ERX1632899,16774366,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2000,ERP016754,PRJEB15062,,338414,ERS1273155,SAMEA4361706,simple,9606,Homo sapiens,7fadbce0-2e51-11e6-baac-68b599768938,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA686814,,public,C684B1D73BC750726F588DCDF691E2AA,A08F3B0EDB5054BBB326761EB1B1827E
SRR830970,2015-07-22 17:03:54,2015-11-11 17:02:07,12373149,2499376098,12373149,202,1517,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/000811/SRR830970,SRX268713,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP021193,PRJNA198165,2,198165,SRS414579,SAMN02053688,simple,9606,Homo sapiens,GSM1126617,,,,,,,no,,,,,GEO,SRA073740,,public,1F91FC24DAD1B711DBCC240885510EC7,D420430CB2521199935E95BF03DD0431
SRR5009486,2017-01-09 12:28:26,2016-11-09 17:43:47,588368,160492610,588368,272,84,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/004892/SRR5009486,SRX2340682,siCPEB3-1_RNA-Seq_targeted_MiSeq,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP091981,PRJNA321560,,321560,SRS1757296,SAMN05919727,simple,9606,Homo sapiens,siCPEB3-1 in HCT116,,,,,male,,no,,,,,,SRA492450,,public,FA29D8E9000EDE35BB20C06EFA1B7A94,A5ACB5ABD79EF4B5EDED981335437EDB
SRR1699932,2015-06-24 13:03:30,2014-12-09 15:57:33,3875701,197660751,0,51,111,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001660/SRR1699932,SRX802456,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050992,PRJNA269761,2,269761,SRS784617,SAMN03256718,simple,9606,Homo sapiens,GSM1562445,,,,,,,no,,,,,GEO,SRA212783,,public,B197F2D088A0A36B7C85C6CEC5918801,AAD09C5CD589865F5247640AFD06D358
ERR1737692,2016-11-26 11:32:30,2016-11-28 15:14:41,854473,213618250,854473,250,51,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1737/ERR1737692,ERX1807318,NT852016J,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2500,ERP016000,PRJEB14362,,325750,ERS1394077,SAMEA4494898,simple,9606,Homo sapiens,SAMEA4494898,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA767147,,public,7C739A1837CC3F3FA79313D9AC247920,C6BE8E150CF2980175DDE685BB9CFEF4
