Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR4056871,2016-10-06 16:17:16,2016-08-24 18:27:19,594885,27364710,0,46,28,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003961/SRR4056871,SRX2046238,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1638737,SAMN05562680,simple,9606,Homo sapiens,GSM2270004,,,,,,,no,,,,,GEO,SRA323017,,public,34047A86EC84CA3D4E167952B41C5DBE,13FF55911857F70384EF1359BB370266
SRR5176680,2017-06-20 16:31:08,2017-01-13 15:59:37,22479791,1123989550,0,50,787,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005055/SRR5176680,SRX2492878,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP096757,PRJNA361305,,361305,SRS1922450,SAMN06230040,simple,9606,Homo sapiens,GSM2458884,,,,,,,no,,,,,GEO,SRA527310,,public,97B15BFFB86EF3A7B53173086389B727,7FCB3D964168FD82132380E004DD264B
SRR3127696,2016-07-08 16:13:15,2016-01-27 23:48:46,2125347,212534700,0,100,92,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003054/SRR3127696,SRX1548880,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265655,SAMN04442718,simple,9606,Homo sapiens,GSM2047766,,,,,,,no,,,,,GEO,SRA342032,,public,C7553040002AD050B5AB0BF7CAFF140F,3800B180CEF8334DBD637E6E060292C1
SRR3213030,2016-03-11 16:08:06,2016-03-09 09:52:19,11407951,1140795100,0,100,743,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003137/SRR3213030,SRX1620449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071332,PRJNA314760,2,314760,SRS1334240,SAMN04542944,simple,9606,Homo sapiens,GSM2084136,,,,,,,no,,,,,GEO,SRA382464,,public,E1F4E8B6E637E8F9DD1D3DF9682F25E7,FC635AC9843B1DE8EE3AA97694EFF0DC
SRR3623730,2016-06-09 15:47:09,2016-06-03 10:59:53,50079156,5007915600,0,100,3512,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003538/SRR3623730,SRX1818798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP076097,PRJNA324394,2,324394,SRS1482681,SAMN05201430,simple,9606,Homo sapiens,GSM2186804,,,,,,,no,,,,,GEO,SRA430674,,public,F944569CA646270BE3C4AED5A96D75EB,0DC768EBA9B99734CDD2A289A4FE31D2
SRR1294820,2014-06-12 16:16:06,2014-05-21 16:15:53,2699657,134982850,2699657,50,83,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001264/SRR1294820,SRX549434,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617209,SAMN02796895,simple,9606,Homo sapiens,GSM1395727,,,,,,,no,,,,,GEO,SRA166615,,public,CF1D0A14582BE69A157731DBF66BE0BC,1507F57F4A3A8462DE22A1B8324EF9D4
SRR3987817,2016-12-02 02:20:15,2016-07-29 19:03:05,14949513,762425163,0,51,110,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003894/SRR3987817,SRX1989844,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP080367,PRJNA335860,2,335860,SRS1593675,SAMN05464783,simple,9606,Homo sapiens,GSM2256150,,,,,,,no,,,,,GEO,SRA446509,,public,9DD642FC559EB6448A5C3D166B0F0C58,92E2CBEC4FE1CD1209732A1B6A5EE567
SRR4456012,2016-11-15 15:36:27,2016-10-27 09:51:33,115638,5781900,0,50,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/004351/SRR4456012,SRX2272209,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP092166,PRJNA350790,2,350790,SRS1763312,SAMN05946737,simple,9606,Homo sapiens,GSM2362063,,,,,,,no,,,,,GEO,SRA487223,,public,17F99F03346ECEEA50E88094E4DA8881,27E1888F307C09D1281A0303CFE883A3
SRR4734787,2017-04-20 16:23:04,2016-10-31 21:23:36,25097959,2534893859,0,101,1625,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/004623/SRR4734787,SRX2311659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP092359,PRJNA351887,2,351887,SRS1769597,SAMN05957794,simple,9606,Homo sapiens,GSM2367473,,,,,,,no,,,,,GEO,SRA487821,,public,F95F90EDCB0F50BEDD21A17531C4DDB9,A3F824E668E523034F14125A76BB787B
SRR3493746,2017-05-10 16:51:49,2016-05-10 14:06:17,27858298,2089372350,0,75,1239,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003411/SRR3493746,SRX1753643,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074736,PRJNA321106,,321106,SRS1430516,SAMN04966106,simple,9606,Homo sapiens,GSM2147705,,,,,,,no,,,,,GEO,SRA424561,,public,0CFF28553EDD0CDBA06381FA199A7E5B,23FF6B0417588F9D2EC7A7BA194D4F15
