Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2963392,2017-01-19 16:24:32,2015-11-30 11:47:38,33097,6619400,33097,200,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002893/SRR2963392,SRX1454073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1182493,SAMN04300322,simple,9606,Homo sapiens,GSM1955865,,,,,,,no,,,,,GEO,SRA314130,,public,4FDE877D16A382F7BC5A7A8DAF3DDC4C,E6968B852FD5A26A0FA18A59187A0961
SRR1662176,2017-02-06 18:07:20,2014-11-25 02:08:19,26090874,4696357320,26090874,180,3226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001623/SRR1662176,SRX767359,A33-Exos,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP050230,PRJNA268399,,268399,SRS751985,SAMN03219249,simple,9606,Homo sapiens,RNA-seq_A33-Exos,,,,,female,,no,,,,,,SRA180512,,public,AD153EF2682EA36F5CD63D96C5E934CC,1B1248E52FA1BAF7426B8E8D29B5B3EE
SRR3650856,2016-07-05 16:42:15,2016-06-08 18:39:33,2184844,218484400,0,100,79,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003565/SRR3650856,SRX1832567,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP076307,PRJNA325005,2,325005,SRS1493645,SAMN05217102,simple,9606,Homo sapiens,GSM2194717,,,,,,,no,,,,,GEO,SRA431928,,public,21A2B6BA51393F254B543366ECAB51A8,4AFAAD703CFE97E63190F1C62DAADA52
ERR752718,2016-01-12 18:08:25,2016-01-12 20:53:08,28736587,5804790574,28736587,202,3962,,https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR752/ERR752718,ERX696400,20MC01828,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP009437,PRJEB8360,,308666,ERS653493,SAMEA3232283,simple,9606,Homo sapiens,20MC01828,,,,,,,no,,,,,"MAX DELBRÜCK CENTER FOR MOLECULAR MEDICINE, BERLIN",ERA407959,,public,53D34CED82D4241D1E1BA5250F3AFEEC,D381D06B5287C4AAAA849724D2A6F0D8
SRR4422095,2016-11-14 11:27:07,2016-10-14 04:38:34,19468609,3932659018,19468609,202,2431,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/004318/SRR4422095,SRX2244383,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP013565,PRJNA30709,,30709,SRS1745105,SAMN05897314,simple,9606,Homo sapiens,ENCODE biosample ENCBS559WMP,,,,,female,,no,,,,,GEO,SRA484789,,public,D9FCD15953EB40A31DBC354FC1D2E9FD,CF1C3ED9A08277DDEE5AC30C28F9F6C4
SRR4251262,2016-09-30 15:56:31,2016-09-16 11:39:24,1170946,117094600,1170946,100,74,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004151/SRR4251262,SRX2171263,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090061,PRJNA343288,,343288,SRS1698939,SAMN05780579,simple,9606,Homo sapiens,GSM2317481,,,,,,,no,,,,,GEO,SRA472738,,public,05828200992CF031ECF6E79D11D5085D,C7944E903DCB41A9AA75B69AE0AF42ED
SRR4032158,2016-12-15 15:38:18,2016-08-15 15:24:18,19740064,3589318945,16169608,181,1019,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003937/SRR4032158,SRX2023667,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP082270,PRJNA339027,,339027,SRS1618158,SAMN05578161,simple,9606,Homo sapiens,GSM2279941,,,,,,,no,,,,,GEO,SRA452749,,public,0A596F8B5F9BD6D98B94C1040F6DEDC1,73B166A2834C444F97505C56515C5367
ERR866184,2015-04-29 07:32:59,2016-01-20 04:47:28,13390336,2008550400,13390336,150,323,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR866/ERR866184,ERX945812,12655137,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,550,0,ILLUMINA,Illumina HiSeq 2000,ERP008967,PRJEB7955,,281798,ERS626276,SAMEA3171885,simple,9606,Homo sapiens,2614_SERPINE2_1-sc-2189463,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA434000,,public,49667171C91D85474ADBD0CC4FE0EEEF,197E1C01634D358DDDCABF976DB36640
SRR3650395,2016-07-05 16:42:15,2016-06-08 18:35:34,3171056,317105600,0,100,117,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003564/SRR3650395,SRX1832333,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP076307,PRJNA325005,2,325005,SRS1493412,SAMN05216981,simple,9606,Homo sapiens,GSM2194483,,,,,,,no,,,,,GEO,SRA431928,,public,D306B772BED118FAFE70AE25029D5C8A,3FDD4C252B46B4FCEE4D4711310474EB
SRR4247072,2016-09-30 15:56:21,2016-09-15 18:40:51,742130,53433360,742130,72,34,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004147/SRR4247072,SRX2167118,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1695014,SAMN05776394,simple,9606,Homo sapiens,GSM2311909,,,,,,,no,,,,,GEO,SRA472324,,public,EEC855A6FE2594A4D7940C15BA0D2008,6B0CA75E1D4A779EA86109D60CA8CA97
SRR3128466,2016-07-08 16:13:15,2016-01-27 21:54:13,1667438,166743800,0,100,73,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003055/SRR3128466,SRX1549132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265402,SAMN04443275,simple,9606,Homo sapiens,GSM2048018,,,,,,,no,,,,,GEO,SRA342032,,public,D2EEC235BEAC5B8E1AC5D8F88887C6F5,076681D2E42DDB61D0F6608D0F7E55FB
SRR5942344,2017-08-17 12:49:12,2017-08-17 12:43:37,21741552,5478871104,21741552,252,949,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/005803/SRR5942344,SRX3100888,SAEC_NM1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP115636,PRJNA398652,,398652,SRS2436920,SAMN07514694,simple,9606,Homo sapiens,SAEC,,,,,not applicable,,no,,,,,,SRA599930,,public,444B9FDDF3CC0DC1215BFBBE1B220FA6,94055A9927DC923CAFAAF9A4330BA8AA
SRR5889355,2017-08-02 10:57:14,2017-08-02 10:43:12,62557758,18767327400,62557758,300,7284,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005751/SRR5889355,SRX3055204,SAMN07331465,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP114664,PRJNA393626,,393626,SRS2401133,SAMN07331465,simple,9606,Homo sapiens,"SW480 exosomes, replicate 3",,,,,male,,no,,,,,,SRA594662,,public,DD67D2BB59DE6988246CCBE8F61A202F,919FA349EBF2F12D15539FF4088CA7AA
SRR4247833,2016-09-30 15:56:21,2016-09-15 19:06:33,1403551,101055672,1403551,72,63,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004148/SRR4247833,SRX2167879,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1695778,SAMN05778524,simple,9606,Homo sapiens,GSM2312670,,,,,,,no,,,,,GEO,SRA472324,,public,768FDCA3CAD34D2DFA59220F23E1E31C,476A42B7218B36E815D6FCE90E477603
SRR5340577,2017-06-08 15:47:09,2017-03-14 12:50:59,6186619,354767126,0,57,125,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/005215/SRR5340577,SRX2637319,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP101812,PRJNA379014,2,379014,SRS2045412,SAMN06565579,simple,9606,Homo sapiens,GSM2535998,,,,,,,no,,,,,GEO,SRA545474,,public,C1013273E44DB1A786ED828BF2ACF3D4,8B3FF0516F7F14BE6CB78FA27C41C6F0
SRR4057206,2016-10-06 16:17:16,2016-08-24 18:29:22,727379,33459434,0,46,34,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003962/SRR4057206,SRX2046573,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1639072,SAMN05562345,simple,9606,Homo sapiens,GSM2270339,,,,,,,no,,,,,GEO,SRA323017,,public,26FF295A1BDDF14F56128276F170806A,F9E4B49908EFD5C9EFE3316C15F6D5C2
SRR3138581,2016-08-15 16:26:06,2016-02-02 10:23:47,8688056,434402800,0,50,283,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003065/SRR3138581,SRX1556930,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP069177,PRJNA310418,2,310418,SRS1272353,SAMN04452278,simple,9606,Homo sapiens,GSM2052386,,,,,,,no,,,,,GEO,SRA345488,,public,B053E716D3CCA3BB0F13C2448993D6D3,4461271F208CFB3C5C047D63CF6F9242
ERR659056,2014-10-22 00:09:21,2016-01-20 06:43:06,2417508,483501600,2417508,200,257,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR659/ERR659056,ERX615377,10583141,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,550,0,ILLUMINA,Illumina HiSeq 2500,ERP004375,PRJEB5018,,242673,ERS481315,SAMEA2603329,simple,9606,Homo sapiens,JTHuh7_59-sc-1993879,,,,,,,no,,,,,SC,ERA370814,,public,C057F2EFEDE86D72C49615914BF2268D,1E25942C2619C172D51AAE8EF5C83115
SRR2105423,2016-01-29 16:18:16,2015-07-16 13:52:33,4669996,238169796,0,51,137,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/002056/SRR2105423,SRX1099454,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP061240,PRJNA290097,2,290097,SRS993958,SAMN03863415,simple,9606,Homo sapiens,GSM1825216,,,,,,,no,,,,,GEO,SRA278303,,public,5A36E0595E1FFF8D053B7CC86C48E435,7B6054D134A4FA579839B0C74BC21422
SRR2645000,2015-11-19 16:28:10,2015-10-14 07:38:22,27581359,2758135900,0,100,904,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/002583/SRR2645000,SRX1334110,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP064783,PRJNA298673,2,298673,SRS1113649,SAMN04161516,simple,9606,Homo sapiens,GSM1907119,,,,,,,no,,,,,GEO,SRA304676,,public,5BF63FB190A72FAAC9CA2B38F2B717FC,A5D560DC5F9B6BFEA86014599DF019C6
SRR3127312,2016-07-08 16:13:15,2016-01-28 00:18:52,2571439,257143900,0,100,117,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003054/SRR3127312,SRX1548754,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265780,SAMN04442652,simple,9606,Homo sapiens,GSM2047640,,,,,,,no,,,,,GEO,SRA342032,,public,0221E443C191FC3D4FB38602B6425C3E,30224E007B247F99EFD059B8E0721AB0
SRR3465788,2017-04-06 00:00:09,2016-04-28 14:58:04,35140497,2670677772,0,76,1062,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003384/SRR3465788,SRX1735686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP074134,PRJNA319965,2,319965,SRS1416640,SAMN04913661,simple,9606,Homo sapiens,GSM2136878,,,,,,,no,,,,,GEO,SRA421183,,public,91CD06CD53E540C0F0880A75A2BC4389,CB9FB61DEB8D7245D45F4545F4742C33
SRR4455424,2016-11-15 15:36:27,2016-10-27 09:46:41,694811,34740550,0,50,22,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/004351/SRR4455424,SRX2271898,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP092166,PRJNA350790,2,350790,SRS1763001,SAMN05946336,simple,9606,Homo sapiens,GSM2361752,,,,,,,no,,,,,GEO,SRA487223,,public,C02478B56A40C2E39BA3390AECDCD3C6,F3C9B35D82A205040827B332C804CD73
SRR1619541,2014-11-04 18:33:14,2014-10-23 10:34:44,31826970,3214523970,0,101,2152,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001581/SRR1619541,SRX739117,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP049203,PRJNA264625,2,264625,SRS726882,SAMN03140160,simple,9606,Homo sapiens,GSM1530730,,,,,,,no,,,,,GEO,SRA193130,,public,85C3A5A91F4F6B87B2198E64AAEE9413,23C3732CFA2E3F16CC9623A09CEBE609
SRR934317,2013-11-06 18:07:16,2013-07-12 19:36:27,3493931,698786200,3493931,200,378,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/000912/SRR934317,SRX322294,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027358,PRJNA211925,2,211925,SRS457460,SAMN02232140,simple,9606,Homo sapiens,GSM1185615,,,,,,,no,,,,,GEO,SRA093297,,public,EFB478448D623EE9BAFF2D3418E9C4D3,BBA4B2EC25B5C8632CC97191D49470C9
SRR4249465,2016-09-30 15:56:21,2016-09-15 19:36:35,1676684,120721248,1676684,72,73,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004149/SRR4249465,SRX2169511,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1697408,SAMN05778544,simple,9606,Homo sapiens,GSM2314311,,,,,,,no,,,,,GEO,SRA472324,,public,99075C9A5A35BCB78A2339C5A2274A33,78E9A94FEDACC63C031B81C215A1DD25
SRR1661798,2014-11-28 11:07:08,2014-11-24 18:15:51,4000000,400000000,4000000,100,255,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001622/SRR1661798,SRX767303,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP050223,PRJNA268382,2,268382,SRS751949,SAMN03219197,simple,9606,Homo sapiens,GSM1553415,,,,,,,no,,,,,GEO,SRA204397,,public,A7E362B00062F1E24E068D424C5E592F,5493A81ABB36245CEC124635AABB777E
SRR3401683,2016-05-13 16:14:21,2016-04-19 11:08:43,886440,45208440,0,51,20,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003321/SRR3401683,SRX1712678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP073483,PRJNA318881,2,318881,SRS1402024,SAMN04869624,simple,9606,Homo sapiens,GSM2126997,,,,,,,no,,,,,GEO,SRA416164,,public,3F1FF2EB6E4B788D22D327CB22106DD3,51CA5081C2871917B31920C0680564C8
SRR948503,2014-01-22 00:00:00,2013-08-15 12:29:09,62299816,5863124988,57355796,94,2851,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000926/SRR948503,SRX332172,P1_poly4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP028530,PRJNA214026,,214026,SRS467294,SAMN02299539,simple,9606,Homo sapiens,PEO1,,,,,,,no,,,,,FHCRC-GL,SRA096542,,public,0FEAD41831D8BCEF8498ECD70B3B6028,70F730ACE4EDDAAB7FD768144221D389
SRR4456416,2016-11-15 15:36:27,2016-10-27 09:55:14,149891,7494550,0,50,4,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/004351/SRR4456416,SRX2272489,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP092166,PRJNA350790,2,350790,SRS1763592,SAMN05946931,simple,9606,Homo sapiens,GSM2362343,,,,,,,no,,,,,GEO,SRA487223,,public,CCA631B217EF9711BA24E7B985580A79,7580CD37E9A59C72A83BE5AF48B024F8
ERR1473500,2016-10-13 11:23:35,2016-10-14 09:07:04,46546901,9309380200,46546901,200,4013,,https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR1473/ERR1473500,ERX1544610,HDBR780,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,50,ILLUMINA,Illumina HiSeq 2000,ERP016243,PRJEB14594,,348211,ERS1221884,SAMEA4050774,simple,9606,Homo sapiens,E-MTAB-4840:HDBR780,,,,,,,no,,,,,HDBR - www.HDBR.org,ERA664469,,public,A4CB1B2E69DEDD0583CF6C76330B98FC,915986C917032FE1C6A41BB2D45CD39A
SRR1917028,2015-08-02 10:52:08,2015-03-16 20:46:34,2318248,463649600,2318248,200,315,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001872/SRR1917028,SRX957704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056220,PRJNA278477,2,278477,SRS875024,SAMN03418699,simple,9606,Homo sapiens,GSM1635096,,,,,,,no,,,,,GEO,SRA246887,,public,1BBFFE7DF075FDC6B7C3E92C365DA04F,0048E1ACA00BAE130922B327AFE0DD14
SRR2128051,2017-06-30 17:02:58,2015-07-28 16:26:03,97412047,19677233494,97412047,202,11364,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/002078/SRR2128051,SRX1118844,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP061614,PRJNA291023,2,291023,SRS1011539,SAMN03938691,simple,9606,Homo sapiens,GSM1832988,,,,,,,no,,,,,GEO,SRA280255,,public,7EA8BA3CA40A718381F12D636B9D293E,FEE24844D6D7F4799D7D5A54871C8070
SRR948698,2016-07-20 15:57:03,2013-08-07 09:28:38,16547338,3309467600,16547338,200,2298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/000926/SRR948698,SRX332261,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028567,PRJNA214460,2,214460,SRS467702,SAMN02303657,simple,9606,Homo sapiens,GSM1202536,,,,,,,no,,,,,GEO,SRA096813,,public,D85C909BCAAF259DF29069EC353E7A9B,A25BD66B6E8AEA9D15AC60C0B492DD7A
SRR3340740,2016-10-28 15:40:08,2016-04-06 07:57:41,33688345,1684417250,0,50,989,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003262/SRR3340740,SRX1683706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP072919,PRJNA317534,,317534,SRS1378937,SAMN04620885,simple,9606,Homo sapiens,GSM2109346,,,,,,,no,,,,,GEO,SRA405286,,public,BE728200ABBB5BF0AFE4D5C41F0200F3,1C30EEF4F59C9D8322222003CC43A7BB
