Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR4240816,2016-10-03 17:19:09,2016-10-05 08:27:42,84726183,9658784862,84726183,114,6728,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/004141/SRR4240816,SRX2161785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP089788,PRJNA342787,,342787,SRS1689936,SAMN05768096,simple,9606,Homo sapiens,GSM2309589,,,,,,,no,,,,,GEO,SRA470283,,public,E2380DB77AE63EA5C8FD9F6DEBF1B9F6,3BBB4198F6FA09B7DDB3B72524A5B470
SRR4240847,2016-10-03 17:19:09,2016-10-05 08:43:25,97117724,11071420536,97117724,114,7340,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/004141/SRR4240847,SRX2161816,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP089788,PRJNA342787,,342787,SRS1689969,SAMN05768072,simple,9606,Homo sapiens,GSM2309620,,,,,,,no,,,,,GEO,SRA470283,,public,225D0B9F60C466753BF2C5A8C9DA6612,1811B1E00F924A857194C6EAF79DA2B4
SRR4248385,2016-09-30 15:56:21,2016-09-15 19:16:06,10589563,751858973,10589563,71,493,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004148/SRR4248385,SRX2168431,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1696328,SAMN05777397,simple,9606,Homo sapiens,GSM2313222,,,,,,,no,,,,,GEO,SRA472324,,public,4394E4DE80F6497471F6EE6A121CE21C,529BFF8ADDFA7F3822DCA0A87C05E5CB
ERR1673078,2016-10-06 09:52:09,2016-10-06 12:27:54,489143,122285750,489143,250,33,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1673/ERR1673078,ERX1743130,17432976,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2000,ERP016000,PRJEB14362,,325750,ERS1290430,SAMEA4378981,simple,9606,Homo sapiens,SAMEA4378981,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA716386,,public,1F173815CBC147FBC10BA838D0531CD3,85133A8B0053F062D3D9EC1DF5E8E58C
SRR897676,2014-08-11 08:13:05,2013-06-12 15:35:40,5593327,1129852054,5593327,202,733,,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/000876/SRR897676,SRX303143,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP025982,PRJNA208369,2,208369,SRS442473,SAMN02200568,simple,9606,Homo sapiens,GSM1157810,,,,,,,no,,,,,GEO,SRA090948,,public,7A6F324A93D1BDF3A94BEB88D23F15F9,BE37D0C0853B1C426E7C53D886452692
SRR4290073,2017-04-11 14:48:11,2017-04-11 13:57:09,3060,618120,3060,202,0,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/004189/SRR4290073,SRX2185589,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP090309,PRJNA343935,2,343935,SRS1709267,SAMN05806070,simple,9606,Homo sapiens,GSM2325852,,,,,,,no,,,,,GEO,SRA477267,,public,8DF412B362ACD525DBED8B18763E7187,9A0B2BB628063F43F6E2AD2E48DC9074
SRR3739603,2017-06-29 00:03:34,2016-07-02 01:34:27,29795260,2383620800,0,80,890,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003651/SRR3739603,SRX1894845,GUbs422_20160316,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP077751,PRJNA327607,,327607,SRS1537598,SAMN05351554,simple,9606,Homo sapiens,GUbs422,,,,,female,,no,,,,,,SRA437434,,public,3ABD38E80F765365B6840ED368AABDF0,C217E5A9975B8AB914E5A03523AE9784
ERR1588128,2016-08-17 10:53:31,,0,0,0,0,0,,,ERX1658774,17120993,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2000,ERP016000,PRJEB14362,,325750,ERS1253805,SAMEA4082695,simple,9606,Homo sapiens,SAMEA4082695,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA689250,,public,,
SRR1925359,2015-03-24 00:04:48,2015-03-23 23:57:04,50439255,12710692260,50439255,252,5694,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001880/SRR1925359,SRX965096,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047192,PRJNA261251,2,261251,SRS880722,SAMN03437867,simple,9606,Homo sapiens,GSM1641279,,,,,,,no,,,,,GEO,SRA184738,,public,61DA6AF91E6E0D3B7E51D2F82B5EF4E9,8BF054B725E6A064BD09A4AF9DC4BEF6
SRR1700063,2015-06-24 13:03:30,2014-12-09 16:06:22,8792258,448405158,0,51,262,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001660/SRR1700063,SRX802587,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050992,PRJNA269761,2,269761,SRS784747,SAMN03256542,simple,9606,Homo sapiens,GSM1562576,,,,,,,no,,,,,GEO,SRA212783,,public,B991F85EFE623B3EFA475FD271F41ED6,DECA51BA84ACD871209896D82568A05E
