Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR1874054,2017-03-08 14:23:26,2017-03-10 07:21:33,308682,77170500,308682,250,22,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR1874/ERR1874054,ERX1934579,NT935852W,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2500,ERP016000,PRJEB14362,,325750,ERS1552333,SAMEA85663918,simple,9606,Homo sapiens,SAMEA85663918,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA829914,,public,5D3A7594D919FF93605B673D52530396,F813146B6F023F23B7CDE43EABE254B3
SRR4052804,2017-01-19 16:24:32,2016-08-24 09:43:55,869782,216389391,868118,248,74,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003957/SRR4052804,SRX2042365,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1635171,SAMN05608772,simple,9606,Homo sapiens,GSM2289579,,,,,,,no,,,,,GEO,SRA314130,,public,A40B829B8C1FB0F994BBB0CAC7D4325F,97545A41BBCC4FDCF2B75076EC8048F1
SRR5944080,2017-08-23 16:12:06,2017-08-18 08:07:13,11504911,575245550,0,50,187,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/005804/SRR5944080,SRX3102576,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP115797,PRJNA399115,,399115,SRS2438297,SAMN07516104,simple,9606,Homo sapiens,GSM2746547,,,,,,,no,,,,,GEO,SRA600201,,public,5C1118D0C0C1DC4588577168095B99BC,76DCB6ABB051C2C52660B8B2C660A9EC
SRR4246972,2016-09-30 15:56:21,2016-09-15 19:14:07,3391838,244212336,3391838,72,152,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004147/SRR4246972,SRX2167018,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1694915,SAMN05776924,simple,9606,Homo sapiens,GSM2311809,,,,,,,no,,,,,GEO,SRA472324,,public,4A8C820D7BFB11E1093959F8980FC53D,BFCA1BAB16BCA42ADF68F4C246096707
SRR5041448,2017-02-13 15:45:15,2016-11-21 11:50:13,707204,20508916,0,29,9,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004923/SRR5041448,SRX2364584,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP081477,PRJNA338759,2,338759,SRS1811710,SAMN06044410,simple,9606,Homo sapiens,GSM2398076,,,,,,,no,,,,,GEO,SRA451818,,public,B710DD340D572426A0069574D5F72266,6E9180F2683455DE12ED10B10E40C264
SRR3403855,2017-04-03 09:32:32,2016-04-19 18:18:55,25011965,1887695018,0,75,859,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003324/SRR3403855,SRX1714582,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP073517,PRJNA318925,2,318925,SRS1403858,SAMN04870312,simple,9606,Homo sapiens,GSM2127611,,,,,,,no,,,,,GEO,SRA416316,,public,92AC871BB964729D47E628CD4F91E8B8,A9F9A19A57A82EEBB4DAEC37BE82645D
SRR5059761,2017-02-13 15:45:15,2017-01-18 18:19:58,934712,42529396,0,45,22,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/004941/SRR5059761,SRX2380302,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP081477,PRJNA338759,2,338759,SRS1822786,SAMN06067145,simple,9606,Homo sapiens,GSM2408113,,,,,,,no,,,,,GEO,SRA451818,,public,E3A622B977742B33724990D97EB8EE48,7C08E831189D247877C1361B0C608194
SRR3032278,2015-12-25 00:00:00,2015-12-18 14:10:57,4029992,269644627,0,66,138,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002961/SRR3032278,SRX1491361,c1_V_january_2015/cell_29021,RNA-Seq,PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067502,PRJNA305981,,305981,SRS1212855,SAMN04348165,simple,9606,Homo sapiens,c1_V_january_2015/cell_29021,,,,,female,,no,,,,,,SRA320717,,public,30B443B0E173BAEA5F2BAB9F8EE17E23,4E2468F1B4229584FD2221ECC06614A0
ERR759388,2015-02-18 12:49:09,2016-01-18 11:39:00,18766862,2815029300,18766862,150,1354,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR759/ERR759388,ERX704018,12199767,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,550,0,ILLUMINA,Illumina HiSeq 2500,ERP007180,PRJEB7450,,275731,ERS559331,SAMEA2797720,simple,9606,Homo sapiens,H9_201_1_-sc-2141911,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA410942,,public,038514906424C359F2ED7B09B3F63FE7,FF778A9C8CA02BFB395FCEB6085E9D14
SRR3127511,2016-07-08 16:13:15,2016-01-28 00:00:31,534295,53429500,0,100,25,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003054/SRR3127511,SRX1548820,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265714,SAMN04442688,simple,9606,Homo sapiens,GSM2047706,,,,,,,no,,,,,GEO,SRA342032,,public,119876342844747E8305AC7137FC0D12,9EBB9624DCB0457CA296E4CD6C6B081D
