Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
DRR023576,2014-10-16 12:47:47,2014-10-16 13:51:42,4000000,800000000,4000000,200,471,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000023/DRR023576,DRX021442,WadaLab-IHEC30-L1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,48,64.7,ILLUMINA,Illumina HiSeq 2000,DRP001797,PRJDB1532,,264209,DRS014288,SAMD00009008,simple,9606,Homo sapiens,DRS014288,,,,,male,,no,,,,,UT_RCAST,DRA001724,,public,9A77F273E1AE68A5C22FF2ECC1030EFD,59B954FD5F1FF5C14750F24727DA94BA
SRR2532336,2016-01-14 16:13:05,2015-09-28 16:19:22,97276607,9922213914,97276607,102,6592,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/002472/SRR2532336,SRX1293309,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP064259,PRJNA297219,2,297219,SRS1094766,SAMN04122175,simple,9606,Homo sapiens,GSM1897296,,,,,,,no,,,,,GEO,SRA301212,,public,63ACD8E4A110000D68BFD0167B4864AD,73696EA6FABA0BDD748056906B9D476F
SRR490485,2012-06-28 10:13:27,2012-08-12 02:38:08,136359,10363284,0,76,6,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/000478/SRR490485,SRX144133,GSM921030: GAACGC,RNA-Seq,CAGE,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP012461,PRJNA160981,2,160981,SRS310764,SAMN00862510,simple,9606,Homo sapiens,GSM921030,,,,,,,no,,,,,GEO,SRA052043,,public,1F9F022DCAA32F8F153EA59C257A3381,94E67B39E7D3CB91BC77EC7F510DE42F
SRR5175235,2017-03-12 12:13:13,2017-01-13 12:24:14,3191367,319136700,3191367,100,138,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005053/SRR5175235,SRX2491498,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096727,PRJNA361254,2,361254,SRS1921429,SAMN06229225,simple,9606,Homo sapiens,GSM2457046,,,,,,,no,,,,,GEO,SRA527201,,public,7DF2112FDEADBEC5841BD11B7744C687,538B89B4A88569EC20317D2FA2FCFFA1
ERR1470524,2017-02-06 15:40:11,2016-10-07 08:09:27,30847447,3115592147,0,101,1901,,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1470/ERR1470524,ERX1541649,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP016064,PRJEB14422,,347307,ERS1216805,SAMEA4045695,simple,9606,Homo sapiens,368,,,,,,,no,,,,,"CENTER OF EXPERIMENTAL RHEUMATOLOGY, UNIVERSITY HO",ERA658163,,public,2B23C1D045CF5EE49052B23E271067CE,0792CF05E17B6E346A972297DEA114DD
SRR1723082,2016-01-05 16:14:03,2014-12-18 11:36:33,26055024,2605502400,26055024,100,1682,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/001682/SRR1723082,SRX816489,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP051320,PRJNA270740,2,270740,SRS796763,SAMN03268486,simple,9606,Homo sapiens,GSM1568498,,,,,,,no,,,,,GEO,SRA218427,,public,5219FACF9648FC827607C55F5B4796A6,EA950B0FD23AA05E1F0AA47F826B6096
SRR5094293,2017-05-29 14:25:14,2016-12-09 18:00:54,3086688,157421088,0,51,44,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004974/SRR5094293,SRX2411117,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094862,PRJNA356896,2,356896,SRS1849299,SAMN06130002,simple,9606,Homo sapiens,GSM2422713,,,,,,,no,,,,,GEO,SRA502288,,public,28F3428FE30E35064CA1144BA170F0D1,938E1CDC2FB3962670FC680B2EE19192
DRR006392,2014-05-14 12:45:26,2014-05-08 13:29:05,38782020,1396152720,0,36,744,,https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000006/DRR006392,DRX005608,malaria5#10,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,DRP000987,PRJDB2573,,247209,DRS005736,SAMD00012757,simple,9606,Homo sapiens,SAMD00012757,,,,,,,no,,,,,UT-MGS,DRA000949,,public,8FE805C29DFDB51F0B2889703C1120ED,F1F8F94C8358B565ADBE5EAA41B0C8EE
SRR4422495,2016-11-14 11:19:31,2016-10-14 04:28:31,17170027,3434005400,17170027,200,2236,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/004318/SRR4422495,SRX2244767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP013565,PRJNA30709,,30709,SRS1745406,SAMN05897408,simple,9606,Homo sapiens,ENCODE biosample ENCBS649DTO,,,,,female,,no,,,,,GEO,SRA485014,,public,516713113B0021414D02F549E7C8437C,8D3D0036B61219C9971B468781E94DF2
SRR948715,2016-07-20 15:57:03,2013-08-07 09:33:23,17061265,3412253000,17061265,200,2387,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/000926/SRR948715,SRX332265,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028567,PRJNA214460,2,214460,SRS467706,SAMN02303662,simple,9606,Homo sapiens,GSM1202540,,,,,,,no,,,,,GEO,SRA096813,,public,17B10A70453AEF9638DDCDACF2EE610D,0120696D49726FFAB612873694B31514
SRR3317140,2016-06-20 15:42:33,2016-03-31 14:45:57,20400670,2040067000,0,100,1378,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003239/SRR3317140,SRX1671874,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP072693,PRJNA316992,2,316992,SRS1369022,SAMN04594884,simple,9606,Homo sapiens,GSM2102551,,,,,,,no,,,,,GEO,SRA401814,,public,562C9A6527055608CEB39788837008A4,36A89B0DECABEC0499B339863EEC2A60
SRR5444120,2017-08-11 16:45:13,2017-04-14 04:16:43,3303335,462466900,0,140,158,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005316/SRR5444120,SRX2733320,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP103811,PRJNA382566,2,382566,SRS2121218,SAMN06710382,simple,9606,Homo sapiens,GSM2574690,,,,,,,no,,,,,GEO,SRA553943,,public,A94876D60AA27AF0287306FC19BCF0C2,655EF3AD7BFD0E4ED9A37B573CF989A4
SRR1302910,2014-12-01 16:33:04,2014-05-29 21:56:51,25048221,1252411050,0,50,895,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/001272/SRR1302910,SRX555611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042402,PRJNA248918,2,248918,SRS622701,SAMN02803910,simple,9606,Homo sapiens,GSM1400921,,,,,,,no,,,,,GEO,SRA167862,,public,F1D7EF819E9267ECDA7F26F9B433074B,E153CDD15FAD3A09CC91EECA33A139D1
SRR5094135,2017-05-29 14:25:12,2016-12-09 18:03:10,1500431,76521981,0,51,23,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/004974/SRR5094135,SRX2410959,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP094862,PRJNA356896,2,356896,SRS1849142,SAMN06129934,simple,9606,Homo sapiens,GSM2422555,,,,,,,no,,,,,GEO,SRA502288,,public,DA9F30A91EBBC62BD6C851D165316A18,DF4EF201E139111E443E49D67100BB0F
SRR5750777,2017-06-26 10:26:06,2017-06-24 23:25:53,53023127,10604625400,53023127,200,3474,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005615/SRR5750777,SRX2950998,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP110289,PRJNA391716,,391716,SRS2309421,SAMN07273013,simple,9606,Homo sapiens,GSM2682877,,,,,,,no,,,,,GEO,SRA580625,,public,F99564052D4B98DCA3A92963B8847FFE,A3A85D4B2497AC376F79945C238303A3
