Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR4428159,2016-10-31 16:01:14,2016-10-17 21:16:50,11561882,1167750082,0,101,628,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/004324/SRR4428159,SRX2249682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP091680,PRJNA348767,2,348767,SRS1749656,SAMN05915349,simple,9606,Homo sapiens,GSM2350196,,,,,,,no,,,,,GEO,SRA485458,,public,D2AECB8DAED42458ABA41F3BCB6ABC53,D90ADB88E12C456F3911C57EF24783A3
SRR2013597,2015-06-08 15:01:48,2015-05-07 16:17:44,5605246,1132259692,5605246,202,724,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/001966/SRR2013597,SRX1021402,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931425,SAMN03611960,simple,9606,Homo sapiens,GSM1677628,,,,,,,no,,,,,GEO,SRA208165,,public,1D0780F17A3962BF4E06B75890A1E460,4F99DC2EDD6189B154FD55A75BE25585
SRR3140483,2017-02-17 12:18:08,2016-02-02 21:24:06,16712531,3342506200,16712531,200,2432,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003066/SRR3140483,SRX1558077,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069212,PRJNA310654,2,310654,SRS1273322,SAMN04453173,simple,9606,Homo sapiens,GSM2053486,,,,,,,no,,,,,GEO,SRA345951,,public,3E4D0F72725CBA78E0E6F28598463E7F,3616C28D6B6E0B5E173149D7D3990361
SRR2020585,2015-08-07 11:43:06,2015-05-13 17:10:15,28223557,2822355700,28223557,100,1179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/001973/SRR2020585,SRX1026330,FSHD_2_2_BFP,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP058319,PRJNA283444,2,283444,SRS935433,SAMN03652754,simple,9606,Homo sapiens,FSHD_2_2_BFP,,,,,female,,no,,,,,UNIVERSITY OF WASHINGTON,SRA268141,,public,9EBB1A57F0FAFCAF0010EA4D0D242DF8,E0A57C967DCC4896350A14CFB0A78773
SRR3541358,2016-08-31 16:14:25,2016-05-18 17:36:23,1559845,77992250,0,50,53,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003458/SRR3541358,SRX1772659,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075377,PRJNA322072,2,322072,SRS1444407,SAMN05012902,simple,9606,Homo sapiens,GSM2157954,,,,,,,no,,,,,GEO,SRA426887,,public,7C91EC8357FE46DBCB07FB64E4003E5A,A0D6FE5ED1814EBCF7FA4A5609E5A77D
ERR1814027,2017-02-01 08:17:33,2017-02-01 13:10:57,4247032,637054800,4247032,150,120,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR1814/ERR1814027,ERX1876564,DN436571G:B3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2500,ERP020977,PRJEB18997,,368659,ERS1677817,SAMEA103885198,simple,9606,Homo sapiens,SAMEA103885198,,,,,male,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA805773,,public,50F88A7D246DF507A9A1658CEEDF16E0,06FE87E17E4883FD754F83CFAC1052C0
SRR2967728,2015-12-07 17:10:03,2015-12-01 09:20:27,1559105,311821000,1559105,200,220,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002898/SRR2967728,SRX1457174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066834,PRJNA304502,2,304502,SRS1184239,SAMN04304318,simple,9606,Homo sapiens,GSM1957709,,,,,,,no,,,,,GEO,SRA314302,,public,0D02E276136309E9A4623BFB46C97C34,26670CF163B3AA7930CD379DBBAC68D3
SRR2968931,2016-02-01 18:20:36,2015-12-02 07:35:31,41382703,2110517853,0,51,1397,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002899/SRR2968931,SRX1458298,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066956,PRJNA304927,2,304927,SRS1187921,SAMN04309285,simple,9606,Homo sapiens,GSM1960273,,,,,,,no,,,,,GEO,SRA314464,,public,05301C9AED19BA5E0CC1B370720021D1,3FF8904303F90C078C3297405DC59F5F
ERR1198198,2016-11-16 12:55:33,2017-08-04 15:33:14,68465538,17253315576,68465538,252,7318,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR1198/ERR1198198,ERX1270456,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2500,ERP013260,PRJEB11844,,353845,ERS1026676,SAMEA3719527,simple,9606,Homo sapiens,SQ_0426,,,,,,,no,,,,,INGM ISTITUTO NAZIONALE DI GENETICA MOLECOLARE \""R,ERA549976,,public,D2BE346EEA6A7983B239943DAA3AC6DB,83F00ADC2B014AA667A70A0A787843CA
SRR5572989,2017-08-02 07:23:19,2017-05-17 12:53:41,16542447,827122350,0,50,472,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/005442/SRR5572989,SRX2831655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP107198,PRJNA387004,,387004,SRS2206697,SAMN07137871,simple,9606,Homo sapiens,GSM2630295,,,,,,,no,,,,,GEO,SRA562210,,public,A6F494C13BABF04FE3C288F009A62974,714C791FBD160132E8F422EBF2761518
SRR5170533,2017-03-01 16:06:28,2017-01-12 16:45:10,11578317,874485301,0,75,338,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005049/SRR5170533,SRX2486984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP096654,PRJNA361122,,361122,SRS1917041,SAMN06220497,simple,9606,Homo sapiens,GSM2454730,,,,,,,no,,,,,GEO,SRA526750,,public,BCB727FA2D292C7750D696E3A523782C,54762071CAECB2FDDD47790520BF4801
SRR1732061,2015-06-26 16:07:31,2014-12-22 12:04:22,4000000,800000000,4000000,200,534,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/001691/SRR1732061,SRX821442,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051472,PRJNA270993,2,270993,SRS801188,SAMN03272148,simple,9606,Homo sapiens,GSM1571098,,,,,,,no,,,,,GEO,SRA220885,,public,F0573BF217435F379ED1C61A14DFA05D,9D98CFEB45EC839080532A56354AAEAC
ERR1231584,2017-09-06 07:56:27,,0,0,0,0,0,,,ERX1303523,Sample 9,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,101,50,ILLUMINA,Illumina HiSeq 2500,ERP014062,,,0,ERS1047296,SAMEA3860162,simple,9606,Homo sapiens,E-MTAB-4368:Sample 9,,,,,,,no,,,,,,ERA559211,,public,,
