Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3939398,2017-08-10 00:00:42,2016-07-21 15:28:31,1203417,180506630,1203417,149,63,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003847/SRR3939398,SRX1968553,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP079213,PRJNA330840,,330840,SRS1577941,SAMN05427340,simple,9606,Homo sapiens,GSM2247610,,,,,,,no,,,,,GEO,SRA442904,,public,885F7AF1E151CC5C70E41B6EE8D78FF5,4211D9B6BE8C944D937D47E46597989E
SRR3579518,2017-06-05 10:34:11,2016-05-24 10:55:35,7253348,2190511096,7253348,302,924,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003495/SRR3579518,SRX1796359,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075613,PRJNA322604,,322604,SRS1464513,SAMN05171377,simple,9606,Homo sapiens,GSM2175950,,,,,,,no,,,,,GEO,SRA428841,,public,5DE8163C574E7A53C8A81E570F3247D7,3F7D314972D56565A6B91CD472C91426
SRR4421480,2016-11-14 11:21:38,2016-10-14 08:21:52,18440516,3688103200,18440516,200,2326,,https://sra-download.ncbi.nlm.nih.gov/traces/sra7/SRR/004317/SRR4421480,SRX2243789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP013565,PRJNA30709,,30709,SRS1744649,SAMN05897579,simple,9606,Homo sapiens,ENCODE biosample ENCBS799LNH,,,,,male,,no,,,,,GEO,SRA484441,,public,39093A2135784A1F0DDEA403BAB453D7,0D0CEB8AEC162502227D6C2DAD85ABE9
SRR2042637,2015-07-16 16:21:14,2015-05-27 16:37:54,2423933,121196650,2423933,50,67,,https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/001994/SRR2042637,SRX1040914,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP058773,PRJNA285094,2,285094,SRS947418,SAMN03737825,simple,9606,Homo sapiens,GSM1697207,,,,,,,no,,,,,GEO,SRA270094,,public,5C90448BDF50973BC7E9C0D869E51B33,B45B9FCBE31F1B8EC54CD019E2A37525
SRR5191429,2017-01-23 16:58:06,2017-01-20 00:48:03,2197141,219714100,0,100,48,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005069/SRR5191429,SRX2507143,RHB1271_d1.RNA-seq.single.HiSeq2000,RNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP097299,PRJNA360884,,360884,SRS1931395,SAMN06245055,simple,9606,Homo sapiens,RHB1271_d1,,,,,Not applicable,,no,,,,,,SRA529116,,public,AF2D4F54CCAEB2F58E3D8A0F1D3B2200,7F30915599D168116B5D3CE9F211E36E
SRR4057360,2016-10-06 16:17:16,2016-08-24 18:29:43,887892,40843032,0,46,42,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003962/SRR4057360,SRX2046727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067844,PRJNA307121,2,307121,SRS1639226,SAMN05562250,simple,9606,Homo sapiens,GSM2270493,,,,,,,no,,,,,GEO,SRA323017,,public,918E2EB0A66620AF45786F463B5C72FF,68D45B0AD3AC444682F704084FBDD830
ERR752565,2016-01-12 18:08:24,2016-01-13 05:08:54,30527780,6166611560,30527780,202,3960,,https://sra-download.ncbi.nlm.nih.gov/traces/era12/ERR/ERR752/ERR752565,ERX696247,20CT01836,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP009437,PRJEB8360,,308666,ERS653442,SAMEA3232232,simple,9606,Homo sapiens,20CT01836,,,,,,,no,,,,,"MAX DELBRÜCK CENTER FOR MOLECULAR MEDICINE, BERLIN",ERA407959,,public,C2A32704707E245B42400EDD14B7E445,10EBE51973CFB84459947B8D98A9E804
SRR5712492,2017-06-22 08:17:01,2017-06-19 17:09:39,18318851,5450229980,18318851,297,2219,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005578/SRR5712492,SRX2932926,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP109666,PRJNA390988,2,390988,SRS2295602,SAMN07255648,simple,9606,Homo sapiens,GSM2674616,,,,,,,no,,,,,GEO,SRA575932,,public,1F9EEAB6F46D52D6686998F680A86CFC,9014716630C5E09AD39BD593E87E54A3
ERR1462941,2016-06-21 05:37:23,2016-06-21 06:05:10,296321,74080250,296321,250,17,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR1462/ERR1462941,ERX1533418,16463159,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2000,ERP016000,PRJEB14362,,325750,ERS1200138,SAMEA4029028,simple,9606,Homo sapiens,d15d9000-139a-11e6-93ae-68b59976a384,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA653248,,public,29C374A6D46EB7E5D2D5D889B00B8EE8,D0F5D73A2599D9A2103F60478DD5C25D
SRR1576156,2015-03-10 20:26:11,2014-09-16 18:06:13,35010839,7072189478,35010839,202,4739,,https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/001539/SRR1576156,SRX701862,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP047192,PRJNA261251,2,261251,SRS701726,SAMN03069761,simple,9606,Homo sapiens,GSM1505581,,,,,,,no,,,,,GEO,SRA184738,,public,B4ED29DE18330A4CB51CCFC10C933831,55C729465D4B4003A22548597E560C1B
SRR3675678,2016-06-27 13:53:13,2016-06-22 13:04:21,971634,145745100,971634,150,53,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003589/SRR3675678,SRX1850933,IL-1772083294-C90-G10_S178,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP076678,PRJNA325371,,325371,SRS1508376,SAMN05256320,simple,9606,Homo sapiens,ENDO-DAY-0-reindex-1772083294-C90-G10_S178,,,,,female,,no,,,,,,SRA434351,,public,491110E464FC0E63056866F9B6F2281E,FEE46B29369B14CE6BC522E46DFEB1F1
SRR4247919,2016-09-30 15:56:21,2016-09-15 19:08:38,602092,43350624,602092,72,24,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004148/SRR4247919,SRX2167965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1695863,SAMN05778187,simple,9606,Homo sapiens,GSM2312756,,,,,,,no,,,,,GEO,SRA472324,,public,82D654A469167490DB98A94AED114F4A,C5ACE7451EEFCE1F37BF1F069817BF9B
SRR2972110,2016-09-26 18:34:20,2015-12-03 12:19:23,1543040,311694080,1543040,202,128,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002902/SRR2972110,SRX1461481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066963,PRJNA304993,2,304993,SRS1188881,SAMN04312940,simple,9606,Homo sapiens,GSM1962375,,,,,,,no,,,,,GEO,SRA314792,,public,5998FCAAA2CA49E3C28777C875BFE4B4,5D22D8E86426DB0500918A8DA7CCA69B
SRR3714727,2017-07-07 16:35:22,2016-06-24 07:55:28,33873151,3387315100,0,100,2073,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003627/SRR3714727,SRX1874122,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP077046,PRJNA326727,,326727,SRS1523968,SAMN05291489,simple,9606,Homo sapiens,GSM2212715,,,,,,,no,,,,,GEO,SRA435542,,public,BFC87E6020B3BD08F11BFED299051029,15619B4750B4FDF5FEEFFA0DDB3ADF5C
ERR375873,2014-03-10 22:19:03,2014-03-04 01:50:17,141062372,7053118600,0,50,3765,,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR375/ERR375873,ERX348251,Jurkat_rep1_input,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP004352,PRJEB4998,,239975,ERS372690,SAMEA2258963,simple,9606,Homo sapiens,E-MTAB-2104:Jurkat_rep1,,,,,,,no,,,,,"Istituto di Genomica Applicata, Italy",ERA267961,,public,8404BBDE957783863A80F1B814A06398,DEB711A4C2D4173DFBD8473839241F5E
DRR024843,2015-03-11 16:39:51,2015-03-11 17:33:35,7319774,1463954800,7319774,200,927,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000024/DRR024843,DRX022504,LC2ad_SingleCell_RNAseq rep41,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,360,0,ILLUMINA,Illumina HiSeq 2500,DRP002586,PRJDB2345,,278130,DRS019265,SAMD00022972,simple,9606,Homo sapiens,DRS019265,,,,,,,no,,,,,UT-MGS,DRA002730,,public,514FB59B0BB915217A9A1A3EFC042B5B,A597C4B44AC47FB2C2D00FD79EE7F475
SRR3052785,2017-05-15 17:09:29,2015-12-23 17:06:21,5130472,261654072,0,51,169,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002981/SRR3052785,SRX1501128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067759,PRJNA306878,2,306878,SRS1222233,SAMN04366201,simple,9606,Homo sapiens,GSM1980825,,,,,,,no,,,,,GEO,SRA322626,,public,CB999D64534170118E04A97FA4457F34,16052707E8884C4934F57BF8A8D990DF
SRR3128895,2016-07-08 16:13:15,2016-01-27 21:25:46,2100196,210019600,0,100,94,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003055/SRR3128895,SRX1549273,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265261,SAMN04443049,simple,9606,Homo sapiens,GSM2048159,,,,,,,no,,,,,GEO,SRA342032,,public,52BE925402C4FD957F703CB90064FDAE,4CF5BB90833E797F86EAF64385D4D008
SRR3542880,2016-08-31 16:14:25,2016-05-18 17:49:52,2618018,130900900,0,50,92,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003459/SRR3542880,SRX1774180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP075377,PRJNA322072,2,322072,SRS1445928,SAMN05013524,simple,9606,Homo sapiens,GSM2159535,,,,,,,no,,,,,GEO,SRA426887,,public,DFA3DA8BD459DFD5F6FDF4888223C138,5111B9B4DCD37AF57B9988763F455D50
SRR2088416,2016-01-28 01:00:06,2015-07-07 11:02:58,1498519,64436317,0,43,67,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/002039/SRR2088416,SRX1082385,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS980084,SAMN03841903,simple,9606,Homo sapiens,GSM1810851,,,,,,,no,,,,,GEO,SRA275902,,public,F3DE8A722E03FBC0F475A353324A51C0,85E8F35938592F64082C90CAAAEB2C53
SRR5209694,2017-02-01 16:00:07,2017-01-27 12:42:41,8765072,1770544544,8765072,202,904,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/005087/SRR5209694,SRX2523220,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP098089,PRJNA369084,,369084,SRS1944856,SAMN06276659,simple,9606,Homo sapiens,GSM2471047,,,,,,,no,,,,,GEO,SRA531990,,public,F74B88D54402AEC09E2D5BCBE9E8F67D,A84084109708A5D552B78E824754FCE1
SRR5826432,2017-07-14 19:04:12,2017-07-14 18:55:18,11563424,821895403,0,71,324,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005689/SRR5826432,SRX3004147,MDAMB435_Parental_BiolRep2_TechRep1_R1.fastq.gz,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP111915,PRJNA392866,,392866,SRS2354848,SAMN07311743,simple,9606,Homo sapiens,MDA MB 435,,,,,female,,no,,,,,,SRA586853,,public,42C16295D869E58ED78401964C4374FE,22F6F3E51FC6A7F5433488F5E1B0BEAC
SRR5173799,2017-03-12 12:12:48,2017-01-13 12:00:32,3663939,366393900,3663939,100,164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/005052/SRR5173799,SRX2490061,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP096727,PRJNA361254,2,361254,SRS1919992,SAMN06227581,simple,9606,Homo sapiens,GSM2455601,,,,,,,no,,,,,GEO,SRA527201,,public,F88072F451AE2D7D2029018A280E2AEF,7FBBBDF52B21106206247DB938FA005D
SRR1644077,2016-02-15 13:46:42,2014-11-07 08:02:00,11554825,2310965000,11554825,200,1614,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001605/SRR1644077,SRX753406,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP049605,PRJNA266572,2,266572,SRS738766,SAMN03167877,simple,9606,Homo sapiens,GSM1540494,,,,,,,no,,,,,GEO,SRA199519,,public,835649677BE3FBC16B59CBFC726E488F,C87846B712D535CE4EA65A3F1C801F18
ERR1275328,2016-02-22 11:12:28,2016-02-27 13:45:07,5104995,765749250,5104995,150,136,GRCh38,https://sra-download.ncbi.nlm.nih.gov/traces/era13/ERR/ERR1275/ERR1275328,ERX1346916,15128358,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP012527,PRJEB11180,,312320,ERS874768,SAMEA3567619,simple,9606,Homo sapiens,TSG_PRAD6213323-sc-2418043,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA565060,,public,C7313DEDA37F0E5CA3951C82031FFDE6,6A956686106B4CC4E995CBABC8AED1DA
SRR3198540,2016-05-31 00:00:00,2016-03-02 03:20:37,1197857,261943522,0,218,118,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003123/SRR3198540,SRX1608720,,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP071026,PRJNA313957,,313957,SRS1318252,SAMN04526183,simple,9606,Homo sapiens,P27,,,,,female,,no,,,,,SAINT LOUIS UNIVERSITY,SRA356782,,public,AF51DDF408C188B4A4F68DC4549149C2,5A2C1CFD343D2FB8AAD6C12FC817F5E2
DRR015208,2015-03-11 16:38:23,2015-03-11 19:35:49,14864288,2883671872,14864288,194,1815,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000014/DRR015208,DRX013675,LC2ad_006,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,DRP001358,PRJDB2345,,278130,DRS013421,SAMD00010589,simple,9606,Homo sapiens,DRS013421,,,,,,,no,,,,,UT-MGS,DRA001287,,public,3B63D39429AFBBD627363DCAF98D71EC,6D9EECDB06C7683D8C587C136F47C9DC
SRR3475345,2016-06-01 15:59:21,2016-05-04 11:30:51,4801995,970002990,4801995,202,418,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003393/SRR3475345,SRX1742075,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074349,PRJNA320473,,320473,SRS1421558,SAMN04939824,simple,9606,Homo sapiens,GSM2142650,,,,,,,no,,,,,GEO,SRA423369,,public,136B81906E61CAB37C93FA14732675FD,7074D7CC5E53010806AF844B3B8FCABF
SRR1274350,2014-08-02 00:00:00,2014-05-08 13:41:13,1512309,378077250,1512309,250,249,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001244/SRR1274350,SRX534556,chip_1g_C07,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041736,PRJNA236018,2,236018,SRS603273,SAMN02732090,simple,9606,Homo sapiens,chip_1g_C07,,,,,female,,no,,,,,,SRA159183,,public,780CAC0A1FC4A5D5C757CA04B639F2CC,6EA69B69590CFF42A221F27A76C4FE2B
SRR5906040,2017-08-07 13:08:17,2017-08-07 13:05:35,467035,23351750,0,50,9,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/005767/SRR5906040,SRX3067665,USCTCL84B,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP114956,PRJNA397417,,397417,SRS2412255,SAMN07456462,simple,9606,Homo sapiens,USCTCL84B,,,,,female,,no,,,,,,SRA596973,,public,38387B8DBC71CD762419457E4E4ECE46,974B8BF0674E5B507130349D07E89B45
SRR1238510,2014-07-01 15:49:27,2014-04-15 11:35:05,56550913,2827545650,0,50,1498,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra18/SRR/001209/SRR1238510,SRX517263,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP041179,PRJNA244622,2,244622,SRS592093,SAMN02727846,simple,9606,Homo sapiens,GSM1369199,,,,,,,no,,,,,GEO,SRA157754,,public,D87AF4461C6F1C59F80DAD9F6586123C,B6293C3344C478B586E20C83AA91380C
SRR1539210,2015-07-22 17:06:35,2015-12-01 10:02:19,39179980,1958999000,0,50,1472,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001503/SRR1539210,SRX672146,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP045352,PRJNA257777,2,257777,SRS676639,SAMN02978912,simple,9606,Homo sapiens,GSM1467786,,,,,,,no,,,,,GEO,SRA178460,,public,EA96EBDC61B7D2D1DF6B0E24F6CC43D9,5ADDB49221D3514444898263168CADC7
SRR1294946,2014-06-12 16:16:06,2014-05-21 16:31:00,3679715,183985750,3679715,50,122,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/001264/SRR1294946,SRX549560,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617245,SAMN02796939,simple,9606,Homo sapiens,GSM1395853,,,,,,,no,,,,,GEO,SRA166615,,public,652422D04905F84B02E88D771932A8B2,CE454DDBD3548E27A443F6038CFB85E4
ERR952468,2015-07-07 09:23:40,2015-07-07 10:56:43,19679121,3935824200,19679121,200,2266,,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR952/ERR952468,ERX1031438,Sample 34,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,100,0,ILLUMINA,Illumina HiSeq 2000,ERP010930,PRJEB9786,,289077,ERS785330,SAMEA3474054,simple,9606,Homo sapiens,E-MTAB-3708:Sample 34,,,,,male,,no,,,,,Oxford Gene Technology ,ERA454016,,public,8313DBF17CB1055BDEF4B6827C486682,01C6376DA2143125E17C968ABBD151E1
SRR2143217,2015-10-02 00:00:00,2015-08-04 18:16:15,49065952,9911322304,49065952,202,6033,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002092/SRR2143217,SRX1131851,BM-MSC_LPS(10ng),RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,101,0,ILLUMINA,Illumina HiSeq 2000,SRP061971,PRJNA290899,,290899,SRS1022454,SAMN03952476,simple,9606,Homo sapiens,BM-MSC_LPS-10ng_RNA-seq,,,,,male,,no,,,,,HANYANG UNIVERSITY,SRA281704,,public,B48F48178F5DCD3242320307ED8E48E3,344CE6F6D6831139F6D02B631683A6A7
