Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3143046,2016-09-22 16:48:13,2016-02-03 14:14:53,694900,34745000,0,50,13,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003069/SRR3143046,SRX1559537,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069243,PRJNA310751,2,310751,SRS1274263,SAMN04455190,simple,9606,Homo sapiens,GSM2054135,,,,,,,no,,,,,GEO,SRA346428,,public,66E8C57C60311D4B28335ABD66FC7A6A,DE895AB712C8622917B3AD77344CAE10
SRR3130256,2016-10-18 17:46:08,2016-04-26 15:44:09,3462566,114264678,0,33,35,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003056/SRR3130256,SRX1550257,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP068991,PRJNA310063,2,310063,SRS1267027,SAMN04445846,simple,9606,Homo sapiens,GSM2049326,,,,,,,no,,,,,GEO,SRA342273,,public,D5477C9EC0299CBC5A4FE78865D96A07,824F63EAFD5BC4AAB858E21A89D37762
SRR1564522,2015-07-22 17:06:34,2015-12-12 02:22:11,26865613,1558205554,0,58,727,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/001527/SRR1564522,SRX435688,,RNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP035478,PRJNA235331,2,235331,SRS535523,SAMN02585634,simple,9606,Homo sapiens,GSM1308998,,,,,,,no,,,,,GEO,SRA128006,,public,290F4AC1ED05A5A5D7CC139AB8AA241B,4BC00D0E20F405E5F31A5B8FD4378890
SRR4047985,2017-04-05 16:42:22,2016-08-23 15:43:41,1696418,86517318,0,51,51,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003953/SRR4047985,SRX2038821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP082529,PRJNA339754,2,339754,SRS1632424,SAMN05606692,simple,9606,Homo sapiens,GSM2287633,,,,,,,no,,,,,GEO,SRA454047,,public,83166C63ECC7E777F771A08642F8BAC1,3769C1B6FBE224484B5B4289A6D3E805
SRR4299778,2017-01-23 09:30:33,2016-09-28 09:23:20,40493069,2024653450,0,50,812,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/004199/SRR4299778,SRX2194328,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP090547,PRJNA344725,2,344725,SRS1716644,SAMN05832140,simple,9606,Homo sapiens,GSM2330644,,,,,,,no,,,,,GEO,SRA480659,,public,E9A89D81EA94EFC6BE64696DAD1F825F,3A56E179C92A545193EA7666A8D958FB
SRR1313746,2014-08-26 16:17:13,2014-06-02 16:30:41,26732997,2673299700,0,100,1596,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/001282/SRR1313746,SRX560112,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042630,PRJNA251417,2,251417,SRS624511,SAMN02821217,simple,9606,Homo sapiens,GSM1402582,,,,,,,no,,,,,GEO,SRA168423,,public,14784AE2D191C635586907D6BCF78FD4,C8C219E4C1505670F04F081065E3CDCA
SRR2964564,2017-01-19 16:24:32,2015-11-30 12:20:16,430663,86132600,430663,200,60,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002895/SRR2964564,SRX1454549,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1182021,SAMN04299968,simple,9606,Homo sapiens,GSM1956341,,,,,,,no,,,,,GEO,SRA314130,,public,2540A9D3955339F5E675D35C427027BF,8AAC126F4728BE56C5BAAD004236850F
SRR5019961,2017-08-15 16:38:16,2016-11-15 07:46:39,8753782,884131982,0,101,410,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/004902/SRR5019961,SRX2347793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP093349,PRJNA353588,2,353588,SRS1798065,SAMN06017020,simple,9606,Homo sapiens,GSM2390787,,,,,,,no,,,,,GEO,SRA493919,,public,25EFE0C80B1620274507B88376DBE81F,9FAD9701065184FB03DBF6488D3FE887
SRR5676959,2017-07-31 16:21:15,2017-06-13 13:38:59,1325534,170300962,1325534,128,76,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005543/SRR5676959,SRX2912459,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP109040,PRJNA390180,2,390180,SRS2278753,SAMN07223797,simple,9606,Homo sapiens,GSM2665930,,,,,,,no,,,,,GEO,SRA573672,,public,E048772E6F4AA35E02C65089615D77E8,097C398A54D1CBA4354D32F42F40C55C
SRR5677392,2017-07-31 16:21:23,2017-06-13 14:03:03,870920,111996901,870920,128,41,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/005544/SRR5677392,SRX2912892,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP109040,PRJNA390180,2,390180,SRS2279185,SAMN07223303,simple,9606,Homo sapiens,GSM2666363,,,,,,,no,,,,,GEO,SRA573672,,public,AACACAD63B0EEF5B2D6784B0447F1728,27EAA0BDB1A33C3207AC57972541EA51
