Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1643569,2014-12-15 17:09:14,2014-11-06 14:14:42,4000000,408000000,4000000,102,278,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001605/SRR1643569,SRX753132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP049593,PRJNA266526,2,266526,SRS738583,SAMN03165867,simple,9606,Homo sapiens,GSM1539051,,,,,,,no,,,,,GEO,SRA199491,,public,62855E694345E0278ABF182FC271AE6C,CC9F0FFB932A5F22321EDC5E220219C4
SRR3304563,2016-12-29 16:04:19,2016-03-28 10:12:08,29187346,2918734600,0,100,2000,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/003227/SRR3304563,SRX1665655,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP072417,PRJNA316573,2,316573,SRS1364595,SAMN04585851,simple,9606,Homo sapiens,GSM2100030,,,,,,,no,,,,,GEO,SRA399135,,public,B9902942D0BED3253EC3CBD180101EA5,80DC7F1C978D676FE538300685A08181
SRR3170137,2017-02-06 11:29:06,2016-02-16 10:30:57,14306796,2174632992,14306796,152,798,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003095/SRR3170137,SRX1585286,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP070148,PRJNA312169,2,312169,SRS1305272,SAMN04504373,simple,9606,Homo sapiens,GSM2061695,,,,,,,no,,,,,GEO,SRA353998,,public,245C57DFD499601C3706412F489CF7E9,60C7A5C644F10B56FC077BA6D81C1FC1
ERR1095703,2016-05-20 15:09:27,2016-05-20 15:22:41,2613993,130699650,0,50,152,,https://sra-download.ncbi.nlm.nih.gov/traces/era15/ERR/ERR1095/ERR1095703,ERX1175237,KiCube_Library_WT_None_P15,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP012914,PRJEB11517,,322272,ERS943226,SAMEA3636077,simple,9606,Homo sapiens,KiCube_Sample_WT_None_P15,,,,,,,no,,,,,"CE-M-M-, RESEARCH CENTER FOR MOLECULAR MEDICINE OF THE AUSTRIAN ACADEMY OF SCIENCES",ERA526606,,public,5EDF2F85E5269D1763F28F03379850E9,49BDF3B3FB2B669C55F301F437772075
ERR1737645,2016-11-26 11:32:30,2016-11-28 15:27:39,416885,104221250,416885,250,27,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1737/ERR1737645,ERX1807271,NT851969W,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,850,0,ILLUMINA,Illumina HiSeq 2500,ERP016000,PRJEB14362,,325750,ERS1394030,SAMEA4494851,simple,9606,Homo sapiens,SAMEA4494851,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA767147,,public,251A005854CBB55117E19A18D9368ABE,F4FEB2CA1A5B1402F37DD539F598E20C
SRR5123129,2016-12-26 07:20:49,2016-12-21 07:18:30,16898380,1723634760,16898380,102,1159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/005003/SRR5123129,SRX2438143,U87,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiScanSQ,SRP095447,PRJNA358314,2,358314,SRS1872700,SAMN06169779,simple,9606,Homo sapiens,U87,,,,,female,,no,,,,,,SRA506124,,public,F26FC730B353FA1641EA83E9E162B662,A1647D5DFC4875338C00082D6F928414
ERR2009121,2017-09-03 01:19:37,2017-09-05 04:02:59,39687812,2063766224,0,52,1278,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2009/ERR2009121,ERX2068884,ECOR2_34967_s,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP023550,PRJEB21313,,401233,ERS1789582,SAMEA104125689,simple,9606,Homo sapiens,E-MTAB-5801:ECOR2_34967,,,,,,,no,,,,,,ERA960594,,public,1DC1CCF11F53FC484D8F51631DBE0330,1026450E0BFB2D64D297010889204B97
SRR3475138,2016-06-01 15:59:21,2016-05-04 11:25:23,12489266,2522831732,12489266,202,1003,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003393/SRR3475138,SRX1742028,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074349,PRJNA320473,,320473,SRS1421512,SAMN04939927,simple,9606,Homo sapiens,GSM2142603,,,,,,,no,,,,,GEO,SRA423369,,public,DE5972A62320DCB134CD75DDA758500E,14C4F731F92B94A83B22D09DD396E95D
ERR1640591,2016-10-01 03:26:08,2016-09-30 08:40:38,11857303,1778595450,11857303,150,341,GRCh38,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1640/ERR1640591,ERX1710912,16649327,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP013498,PRJEB12059,,316091,ERS1092494,SAMEA3905360,simple,9606,Homo sapiens,SAMEA3905360,,,,,,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA707445,,public,92680D8F68F1E27AE18A53D2FB8E3FC1,F296F9DFFF548918A73579FD56D8C2DB
ERR1912903,2017-09-06 07:56:27,,0,0,0,0,0,,,ERX1973323,Sample 4_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,101,50,ILLUMINA,Illumina HiSeq 2500,ERP022435,,,0,ERS1647157,SAMEA103957989,simple,9606,Homo sapiens,E-MTAB-4363_2:Sample 4,,,,,,,no,,,,,,ERA871934,,public,,
ERR1631600,2016-09-30 22:02:23,2016-10-15 09:01:19,212581,9140983,0,43,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era16/ERR/ERR1631/ERR1631600,ERX1701933,HP1506401_P22_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP017126,PRJEB15401,,344141,ERS1350057,SAMEA4438608,simple,9606,Homo sapiens,SAMEA4438608,,,,,,,no,,,,,Asa Segerstolpe,ERA705448,,public,4A087350B21DE2A15C2CE2B8A2734F84,33356B3F320C2840A2DDBA80B3734E02
SRR4052851,2017-01-19 16:24:32,2016-08-24 09:44:58,43345,10716783,43235,247,3,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/003957/SRR4052851,SRX2042412,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1635218,SAMN05608938,simple,9606,Homo sapiens,GSM2289626,,,,,,,no,,,,,GEO,SRA314130,,public,2568945E99C381F6CC7D262AE8180582,D3688655F29227FBEF347854B10ADAF4
SRR1847615,2016-03-06 00:00:00,2015-03-06 12:05:46,17083189,3450804178,17083189,202,2357,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001804/SRR1847615,SRX904878,9-19-EB-EtOH,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,101,0,ILLUMINA,Illumina HiSeq 2000,SRP055899,PRJNA277391,,277391,SRS866068,SAMN03390055,simple,9606,Homo sapiens,9-19-EB-EtOH,,,,,not applicable,,no,,,,,HANYANG UNIVERSITY,SRA245741,,public,7775DADFB4D794F3ABDD7F05467AA66D,70273F92E2305ADC687248274F9AABA5
SRR948642,2016-07-20 15:57:03,2013-08-07 09:21:44,13958933,2791786600,13958933,200,1717,,https://sra-download.ncbi.nlm.nih.gov/traces/sra13/SRR/000926/SRR948642,SRX332247,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP028567,PRJNA214460,2,214460,SRS467688,SAMN02303640,simple,9606,Homo sapiens,GSM1202522,,,,,,,no,,,,,GEO,SRA096813,,public,E32F1029A78685E2FD800D255DB07703,485B0BC5058935776C68AC890EE69D8B
SRR1661718,2014-11-28 11:07:08,2014-11-24 18:12:42,4000000,400000000,4000000,100,251,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/001622/SRR1661718,SRX767300,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer,SRP050223,PRJNA268382,2,268382,SRS751946,SAMN03219200,simple,9606,Homo sapiens,GSM1553412,,,,,,,no,,,,,GEO,SRA204397,,public,1DDEBAE8498D460264F1DA0B8CF3DC33,36DAA58EAF29A61DBCE076586EBC2C94
