Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2964078,2017-01-19 16:24:32,2015-11-30 12:35:52,1936072,387214400,1936072,200,246,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002894/SRR2964078,SRX1454354,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1182216,SAMN04300403,simple,9606,Homo sapiens,GSM1956146,,,,,,,no,,,,,GEO,SRA314130,,public,D52B05BB3E716764AFD01EF62483ABEA,29ECB8155071A83A3798A881CED05724
SRR3053009,2017-05-15 17:09:32,2015-12-23 17:23:15,2175616,110956416,0,51,76,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002981/SRR3053009,SRX1501352,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067759,PRJNA306878,2,306878,SRS1222009,SAMN04366271,simple,9606,Homo sapiens,GSM1981049,,,,,,,no,,,,,GEO,SRA322626,,public,AFCEC377A673B054BA507ADD7DB0DE2F,9A20E9F267EEC4C71DE5D1DDBFFE531B
SRR3048062,2015-12-27 19:52:05,2015-12-22 14:09:33,15279933,1527993300,0,100,952,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/002976/SRR3048062,SRX1497372,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP067701,PRJNA306754,2,306754,SRS1219086,SAMN04362219,simple,9606,Homo sapiens,GSM1978255,,,,,,,no,,,,,GEO,SRA321280,,public,F70ADB63554F125EBAB39DBD58D4C41C,B0ABE98150B225295DFCFF124F5C8B5E
SRR4246944,2016-09-30 15:56:21,2016-09-15 18:37:29,3059025,220249800,3059025,72,133,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004147/SRR4246944,SRX2166990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090072,PRJNA343284,,343284,SRS1694887,SAMN05776554,simple,9606,Homo sapiens,GSM2311781,,,,,,,no,,,,,GEO,SRA472324,,public,398F8FAFF8250FAFFCB7793C71807DFF,EB0AFFBC8A0BE3AE81ABB3AD85A5BE56
SRR3877318,2017-02-09 16:42:53,2016-07-12 10:19:06,57087087,8677237224,57087087,152,5562,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003786/SRR3877318,SRX1935419,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP078314,PRJNA328602,2,328602,SRS1557101,SAMN05377289,simple,9606,Homo sapiens,GSM2231178,,,,,,,no,,,,,GEO,SRA439527,,public,1B2696D1D103252DF96842D176640860,D54ABFBC6CFC4483125FDEAB9D910FD0
SRR4163008,2016-09-27 15:45:13,2016-09-05 10:45:37,22465142,4448098116,22465142,198,2683,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004065/SRR4163008,SRX2135795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP086078,PRJNA341833,2,341833,SRS1670052,SAMN05729530,simple,9606,Homo sapiens,GSM2302021,,,,,,,no,,,,,GEO,SRA461928,,public,7818550791BCF53E3047C2BCFC3E1F6E,2889EEB60DB7E465D11BC01637C17954
SRR3500356,2017-01-12 17:40:12,2016-05-12 15:49:58,1983720,301525440,1983720,152,214,,https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/003418/SRR3500356,SRX1758410,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP074894,PRJNA321420,2,321420,SRS1434605,SAMN04993686,simple,9606,Homo sapiens,GSM2151570,,,,,,,no,,,,,GEO,SRA425020,,public,9F93D61FCC6B78AF6C52CA14738DCDE4,B9FF5B13201329EDD62D6187D9589646
DRR028432,2015-01-14 09:41:34,2015-01-14 10:17:41,9058,2735516,9058,302,1,,https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000027/DRR028432,DRX019715,RNhi10397,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,302,0,ILLUMINA,Illumina HiSeq 2500,DRP002435,PRJDB3416,,271225,DRS016933,SAMD00023530,simple,9606,Homo sapiens,DRS016933,,,,,,,no,,,,,RIKEN_CLST_DGT,DRA002399,,public,F8CA75AB1A39E2A9746CE94D0CA5D941,55C2755B601AD352EE500B9923CA62B1
SRR1946657,2015-06-15 11:36:00,2015-03-30 17:12:35,76330651,15266130200,76330651,200,9995,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001901/SRR1946657,SRX973343,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP056696,PRJNA279878,2,279878,SRS888605,SAMN03451107,simple,9606,Homo sapiens,GSM1646699,,,,,,,no,,,,,GEO,SRA249201,,public,DBF3F6302B05DCE25207263535C2B81C,81558F49852E085A2375DC24120594C9
SRR3233904,2016-07-08 16:13:58,2016-03-17 11:56:45,67115703,13557372006,67115703,202,8664,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003158/SRR3233904,SRX1639564,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP071929,PRJNA315526,2,315526,SRS1346247,SAMN04563768,simple,9606,Homo sapiens,GSM2091141,,,,,,,no,,,,,GEO,SRA386123,,public,65A20C920CE5B0C7BAAAC967D172D0BC,EDFF132EBA045FEF4CA839E078BC7307
