Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3127508,2016-07-08 16:13:15,2016-01-28 00:01:16,2448850,244885000,0,100,117,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/003054/SRR3127508,SRX1548819,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP068957,PRJNA309972,2,309972,SRS1265715,SAMN04442687,simple,9606,Homo sapiens,GSM2047705,,,,,,,no,,,,,GEO,SRA342032,,public,7E5A848E4E7D96C901FB8A5B8B70875F,BBA1C8911C38DC768F169423B24F9FFD
SRR2815988,2016-10-20 00:00:00,2015-10-31 11:31:36,10426099,1042609900,0,100,487,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/sra11/SRR/002749/SRR2815988,SRX1382981,DS1-Human3-S1,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP065273,PRJNA299472,,299472,SRS1133886,SAMN04209704,simple,9606,Homo sapiens,DS1_H3_01,,,,,male,,no,,,,,CAS-MPG PICB,SRA306225,,public,00463D4073BF31CEBBA4C3A9FCDF736C,CCF32A6B28EFB2BA18C1AF2EB9B2545B
SRR2145783,2016-02-10 16:20:13,2015-08-05 11:32:52,10338547,1033854700,10338547,100,627,,https://sra-download.ncbi.nlm.nih.gov/traces/sra33/SRR/002095/SRR2145783,SRX1133813,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062046,PRJNA291978,2,291978,SRS1023813,SAMN03959326,simple,9606,Homo sapiens,GSM1844467,,,,,,,no,,,,,GEO,SRA282184,,public,B48102A5C1B3AF4E6590D9E0681C49F8,F6C16E07D9FAAC23129A477EBEED3BEE
ERR1817752,2017-02-09 00:36:38,2017-02-09 03:38:29,3238267,485740050,3238267,150,76,GRCh37,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR1817/ERR1817752,ERX1880251,DN405188H:D9,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2500,ERP020977,PRJEB18997,,368659,ERS1677732,SAMEA103885316,simple,9606,Homo sapiens,SAMEA103885316,,,,,male,,no,,,,,THE WELLCOME TRUST SANGER INSTITUTE,ERA808595,,public,B55BBDEFF0AD92762A250450AADEE1B3,C1A9352FA463763896920FD1D07A60C6
SRR898270,2014-08-11 08:13:05,2013-06-12 12:33:45,11125362,2225072400,11125362,200,1360,,https://sra-download.ncbi.nlm.nih.gov/traces/sra12/SRR/000877/SRR898270,SRX303737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP025982,PRJNA208369,2,208369,SRS443067,SAMN02202088,simple,9606,Homo sapiens,GSM1158404,,,,,,,no,,,,,GEO,SRA090948,,public,F40DEF167C3395C205120350882C6CF0,54CE9B1E03528AAFA21C00FB8AC31A50
SRR4251072,2016-09-30 15:56:31,2016-09-16 11:38:17,2136613,213661300,2136613,100,141,,https://sra-download.ncbi.nlm.nih.gov/traces/sra43/SRR/004151/SRR4251072,SRX2171073,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP090061,PRJNA343288,,343288,SRS1698749,SAMN05779607,simple,9606,Homo sapiens,GSM2317291,,,,,,,no,,,,,GEO,SRA472738,,public,BD97BE348E1A5A5CD04A1491DF2B966F,0013075B176473C873E98FC19216F421
SRR3095313,2016-08-05 17:37:05,2016-01-08 17:33:54,10008274,750620550,0,75,280,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003022/SRR3095313,SRX1525722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP068243,PRJNA308317,2,308317,SRS1243664,SAMN04393154,simple,9606,Homo sapiens,GSM2035751,,,,,,,no,,,,,GEO,SRA332470,,public,8D92629D6BA7C0E6E529507DB33EFFCC,A220DACA0BBE0D9F91D8DA32390C01D0
SRR2963573,2017-01-19 16:24:32,2015-11-30 11:58:41,94154,18830800,94154,200,11,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002894/SRR2963573,SRX1454133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066781,PRJNA304408,2,304408,SRS1182434,SAMN04301014,simple,9606,Homo sapiens,GSM1955925,,,,,,,no,,,,,GEO,SRA314130,,public,51869ED4DD50F29F8000516F57E476FE,107DBB24EC4E6B811645CE1E530D24CD
SRR5374521,2017-06-22 00:01:54,2017-03-25 12:16:37,1415037,283007400,1415037,200,100,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005248/SRR5374521,SRX2669897,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP102427,PRJNA380268,2,380268,SRS2069258,SAMN06639194,simple,9606,Homo sapiens,GSM2547911,,,,,,,no,,,,,GEO,SRA548980,,public,09B52998D6FA09121D96ECECE934E0E4,987DCD9B826A8306D409F6A8C9595A71
ERR1632342,2016-09-30 22:22:24,2016-10-15 09:15:46,3604,154972,0,43,0,,https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR1632/ERR1632342,ERX1702675,HP1508501T2D_O21_s,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,ERP017126,PRJEB15401,,344141,ERS1350799,SAMEA4439350,simple,9606,Homo sapiens,SAMEA4439350,,,,,,,no,,,,,Asa Segerstolpe,ERA705448,,public,1853E8164EC2543BC1BAE937051B589E,D9F1411C1AFA8C8FD83BB67FDA103AF8
